




























































































































































































































































































































1665,383.8082542272839,243.86556623900262
1665,390.4331633121618,244.8823973209509
1665,395.25600451968893,247.95018786929833
1665,397.55319987348884,252.5617142777857
1665,400.7490792787438,255.8201060325237
1665,398.81130129079617,263.77858644704617
1665,400.5772214422082,268.344352183293
1665,402.34314159362026,272.9101179195398
1665,404.1090617450323,277.4758836557866
1665,397.0789115625691,289.85253216803784
1665,396.99185941295036,296.0632314565675
1665,396.90480726333163,302.2739307450972
1665,396.8177551137129,308.48463003362684
1665,396.7307029640942,314.6953293221565
1665,396.64365081447545,320.9060286106862



































































































1904,470.1382184078485,209.7497601558954
1904,469.94357923338777,210.24732068846592
1904,470.0457577794815,210.04575777948153
1904,470.01099100334795,210.34659280998855
1904,471.04198265116264,209.39438438456108
1904,470.036837250476,210.50119271922603
1904,470.146918361341,210.45065981641912
1904,470.15886452917294,210.4626059842511
1904,470.1615096851806,210.46525114025872
1904,470.16002448540974,210.46376594048786
1904,470.1997308603736,209.81127260842047
1904,469.99454162638625,209.9945263675972
1904,470.2925834697379,210.32250595508944
1904,470.5447131690329,210.04471316903292
1904,470.1940827127857,210.12447211708258
1904,469.86003613859464,210.8600361385946
1904,470.12465184279534,210.8070859248266
1904,470.0136784247678,211.01367842476785
1904,470.1719363883908,210.8869022087033
1904,470.52284683115994,210.91130508311306
1904,470.6132914354152,211.00174968736835
1904,470.96125047977404,210.96125047977404
1904,470.7151932314172,211.1036514833703
1904,471.18102039697015,210.18102039697015
1904,471.36282967688913,209.92789295426613
1904,470.87379582250605,211.2622540744592
1904,470.871006669704,211.45272916733205
1904,471.00122655407654,211.5012265540765
1904,470.9405049748009,211.94050497480086
1904,471.21802515858536,211.21802515858536
1904,471.3083859073564,211.14622928403605
1904,470.611096182883,211.49053649050018
1904,470.81252896016576,211.81252896016574
1904,471.04479879875987,211.54479879875987
1904,471.1019830285796,211.5473957488145
1904,471.1591672583993,211.54999269886912
1904,471.216351488219,211.55258964892374
1904,471.2735357180387,211.55518659897837
1904,471.3307199478584,211.557783549033
1904,470.092227533495,208.09222753349502
1904,469.93111671145004,207.51570546226594
1904,470.4321918065768,210.43219180657678
1904,470.46212097229926,210.8669722014714
1904,470.49205013802174,211.30175259636604
1904,470.5219793037442,211.73653299126067
1904,470.5519084694667,212.1713133861553
1904,470.5818376351892,212.60609378104994

























